stop_I;lat;lon;name
2527;5.255.034;13.572.887;Rudolf-Leonhard-Str.  
2528;52.538.564;13.569.002;Kienbergstr./Gärten der Welt  
2529;52.534.052;13.559.497;Elisabethstr./Oberfeldstr.  
2530;52.534.874;13.557.801;Heliosstr.  
2531;52.537.897;13.560.326;Adersleber Weg  
2532;52.541.968;13.563.713;Alt-Marzahn  
2533;52.547.315;13.562.429;Jan-Petersen-Str.  
2534;52.548.482;13.555.689;Paul-Dessau-Str.  
2535;52.546.832;13.558.137;Freizeitforum Marzahn  
2536;52.536.743;13.524.793;Dingelstädter Str.  
2537;5.253.905;13.533.982;Gewerbepark Georg Knorr  
2538;52.544.768;13.557.916;Rebhuhnweg  
2539;52.544.725;13.561.836;Hinter der Mühle  
2540;52.547.643;13.578.363;Brodowiner Ring  
2541;52.540.194;13.546.198;Pekrunstr.  
2542;52.536.233;13.542.639;Hänflingsteig  
2543;525.343;13.543.352;Langhoffstr.  
2544;52.543.245;13.571.129;Zinndorfer Str.  
2545;52.549.854;1.356.075;Bürgerpark Marzahn  
2546;52.553.878;13.565.685;Max-Herrmann-Str.  
2547;52.557.717;1.356.824;Wuhletalstr.  
2548;52.542.261;13.549.705;Kiebitzgrund  
2549;52.554.035;13.552.361;Walter-Felsenstein-Str.  
2550;52.553.669;1.354.533;Bitterfelder Str./Wolfener Str.  
2551;52.554.344;13.538.365;Boxberger Str.  
2552;52.555.999;13.530.593;Klettwitzer Str.  
2553;52.540.114;13.576.781;Gärten der Welt  
2554;5.256.533;13.580.414;Havemannstr./Kemberger Str.  
2555;52.556.351;13.563.473;Schleusinger Str.  
2556;52.542.423;13.542.768;S Marzahn (Bln) [Tram Bus Marzahner Promenade]
2557;52.542.781;13.543.606;S Marzahn (Bln) [Bushafen]
2558;52.563.729;13.554.665;Köthener Str.  
2559;52.513.062;13.555.041;S Biesdorf  
2560;52.513.751;13.520.049;S Friedrichsfelde Ost  
2561;5.252.581;1.353.691;S Springpfuhl  
2562;52.499.521;13.547.332;U Biesdorf-Süd  
2563;52.504.647;13.560.768;U Elsterwerdaer Platz  
2564;52.493.919;1.356.183;Gleiwitzer Str.  
2565;52.525.502;13.519.659;Allee der Kosmonauten/Rhinstr.  
2566;52.518.832;13.563.952;Rapsweg/Unfallkrankenhaus  
2567;5.252.908;13.565.775;Cecilienstr./Blumberger Damm  
2568;52.535.659;1.351.749;Landsberger Allee/Rhinstr.  
2569;52.488.705;13.560.571;Elsenallee  
2570;52.474.855;13.559.271;Irmastr.  
2571;52.479.415;13.559.712;Hadubrandstr.  
2572;52.484.414;13.560.183;Arnfriedstr.  
2573;52.494.728;13.555.056;Pirolstr.  
2574;52.515.779;13.554.872;Roßlauer Str.  
2575;52.513.064;13.569.905;Altentreptower Str.  
2576;52.525.123;13.565.325;Buckower Ring  
2577;52.529.273;13.519.273;Meeraner Str.  
2578;52.525.502;13.530.121;Beilsteiner Str.  
2579;52.525.966;13.542.883;Helene-Weigel-Platz  
2580;52.527.506;13.548.817;Boschpoler Str.  
2581;52.528.476;13.571.383;Garzauer Str.  
2582;52.526.226;13.577.005;Cecilienstr./Wuhle  
2583;5.252.964;13.558.073;Cecilienstr./Oberfeldstr.  
2584;52.525.196;13.557.061;Eitelstr.  
2585;52.522.615;13.556.498;Buschiner Str.  
2586;52.518.726;13.555.639;Biesdorfer Promenade  
2587;52.516.166;1.354.525;Bentschener Weg  
2588;52.507.472;13.553.695;Weißenhöher Str.  
2589;52.509.936;13.540.539;Märkische Allee/Alt-Friedrichsfelde  
2590;52.509.391;13.548.563;Lötschbergstr.  
2591;52.509.185;13.553.284;Oberfeldstr.  
2592;52.508.795;13.559;Alt-Biesdorf  
2593;52.512.094;13.562.357;Schlosspark Biesdorf  
2594;52.505.212;13.573.704;Grüne Aue  
2595;52.498.249;13.563.354;Dohlengrund  
2596;52.497.895;13.555.433;Grabensprung  
2597;52.522.106;13.532.847;Merler Weg  
2598;52.519.687;13.530.862;Kröver Str.  
2599;52.516.866;13.527.979;Reiler Str.  
2600;52.519.018;13.519.347;Kleingartenanlage Bielefeldt  
2601;52.527.578;13.555.672;Boschpoler Platz  
2602;52.513.468;13.544.684;Waldbacher Weg  
2603;52.504.903;13.568.583;Kohlweißlingstr.  
2604;52.514.581;1.352.541;Marzahner Chaussee  
2605;52.506.351;13.560.975;U Elsterwerdaer Platz   [Busendstelle]
2606;52.505.256;13.562.262;U Elsterwerdaer Platz   Bus Köpenicker S.
2607;52.525.878;13.520.497;Allee der Kosmonauten/Rhinstr.  
2609;5.251.254;13.575.484;S+U Wuhletal  
2610;52.512.125;13.589.036;S Kaulsdorf  
2611;5.252.144;13.588.768;U Kaulsdorf-Nord  
2612;52.528.243;13.590.782;U Neue Grottkauer Str.  
2613;52.533.967;13.596.899;U Cottbusser Platz  
2614;52.535.949;136.058;U Hellersdorf  
2615;52.486.062;13.574.228;Chemnitzer Str./Jägerstr.  
2616;52.490.768;13.575.809;Heerstr./Chemnitzer Str.  
2617;52.538.108;13.634.547;U Hönow  
2618;52.538.959;13.604.524;Stendaler Str./Quedlinburger Str.  
2619;52.532.625;13.592.444;Hellersdorfer Eck  
2620;52.529.407;13.624.188;Riesaer Str.  
2621;5.253.033;13.622.395;Riesaer Str./Louis-Lewin-Str.  
2622;52.539.139;13.619.713;U Louis-Lewin-Str.  
2623;52.515.001;13.583.704;Gutenbergstr.  
2624;5.247.608;1.356.922;Feuersteiner Str.  
2625;5.247.982;13.569.162;Deutschhofer Allee  
2626;52.493.411;13.576.434;Gerdastr.  
2627;52.482.628;13.584.999;Sadowastr.  
2628;52.485.127;13.580.966;Eichenstr.  
2629;52.485.181;13.565.393;An der Wuhle  
2630;52.535.853;13.622.746;Schwarzheider Str.  
2631;52.540.871;13.617.904;Oschatzer Ring  
2632;52.485.109;13.570.145;Am Birkenwerder  
2633;52.549.221;13.588.003;Landsberger Chaussee/Zossener Str.  
2634;5.254.554;13.587.074;Michendorfer Str.  
2635;52.544.842;13.592.179;Alte Hellersdorfer/Zossener Str.  
2636;52.543.795;13.599.202;Zossener Str./Kastanienallee  
2637;52.543.709;13.603.562;Stendaler Str./Zossener Str.  
2638;52.547.817;13.592.832;Klausdorfer Str.  
2639;52.532.505;13.621.797;Branitzer Str.  
2640;52.538.917;13.607.647;Janusz-Korczak-Str.  
2641;52.501.313;13.561.386;Aurorafalterweg  
2642;52.532.942;136.102;Nossener Str.  
2643;52.531.924;13.614.937;Jenaer Str.  
2644;52.527.267;13.606.455;Grottkauer Str.  
2645;52.524.017;13.606.219;Tolkmittstr.  
2646;52.521.413;1.360.608;Slabystr.  
2647;52.518.483;13.607.387;Wernerbad  
2648;52.513.959;13.606.279;Briesener Weg  
2649;52.514.774;13.603.186;Giesestr./Landrestr.  
2650;52.516.122;13.597.902;Giesestr.  
2651;52.515.539;13.593.181;Heinrich-Grüber-Str.  
2652;52.521.677;13.597.853;Uckermarkstr.  
2653;52.524.385;13.599.675;Iselbergstr.  
2654;52.527.686;13.600.783;Am Baltenring  
2655;52.518.404;13.595.303;Gülzower Str.  
2656;52.541.536;13.590.762;Gothaer Str./Alte Hellersdorfer Str.  
2657;52.539.466;13.585.587;Suhler Str.  
2658;52.538.577;13.588.901;Gothaer Str./Eisenacher Str.  
2659;52.534.777;13.591.446;Spremberger Str.  
2660;52.524.365;13.587.798;Cecilienstr./Hellersdorfer Str.  
2661;5.252.432;13.583.789;Tollensestr.  
2662;52.512.799;13.595.733;Bredereckstr.  
2663;52.512.575;13.601.028;Bausdorfstr./Landrestr.  
2664;52.511.147;13.596.233;Franzburger Str.  
2665;52.513.005;13.593.148;Stöwestr.  
2666;5.250.694;13.591.692;Myslowitzer Str./Klinikum  
2667;5.250.283;13.586.536;Penkuner Weg  
2668;5.250.457;13.581.443;Alt-Kaulsdorf/Chemnitzer Str.  
2669;5.249.999;13.579.144;Achardstr.  
2670;52.496.606;13.577.432;Wernitzer Str.  
2671;52.539.899;13.610.808;Naumburger Ring  
2672;52.505.715;13.588.525;Mädewalder Weg  
2673;52.511.276;13.587.326;Planitzstr.  
2674;52.547.268;13.599.579;Teupitzer Str.  
2675;52.505.096;13.585.056;Adolfstr.  
2676;52.517.643;13.589.058;Hellersdorfer Str./Gülzower Str.  
2677;52.492.653;13.569.913;Lammersdorfer Weg  
2678;52.511.295;1.358.796;Heinrich-Grüber-Platz  
2679;52.518.836;13.600.564;Ohserring  
2680;52.512.121;13.611.235;S Mahlsdorf  
2681;525.294;13.638.409;Wacholderheide  
2682;52.523.069;13.633.473;Lemkestr./Kieler Str.  
2683;52.524.766;13.621.807;Am Rosenhag  
2684;52.513.006;1.361.224;Wodanstr./S Mahlsdorf  
2685;52.508.554;13.613.196;Wilhelmsmühlenweg  
2686;5.252.907;13.625.856;Hönower Str./Riesaer Str.  
2687;52.528.052;13.640.937;Lemkestr./Greifswalder Str.  
2688;52.527.217;13.644.148;Dahlwitzer Str./Greifswalder Str.  
2689;52.526.106;13.638.036;Lübecker Str.  
2690;52.511.146;13.614.853;Fritz-Reuter-Str.  
2691;52.512.207;13.619.473;Donizettistr./Lemkestr.  
2692;52.511.552;13.627.904;Donizettistr./Straußstr.  
2693;52.509.983;13.630.851;Pfalzgrafenweg  
2694;52.509.187;13.626.683;Straußstr.  
2695;52.509.472;13.622.908;Landsberger Str.  
2696;52.513.789;13.622.036;Menzelstr.  
2697;52.515.253;13.628.689;Löwestr.  
2698;52.518.666;13.627.534;Lemkestr./Lenbachstr.  
2699;52.511.964;1.362.406;Donizettistr.  
2700;52.477.098;13.600.608;Hultschiner Damm/Seestr.  
2701;52.517.438;13.614.848;Linderhofstr.  
2702;52.520.401;13.617.668;Karlshafener Str.  
2703;52.529.787;13.631.217;An den Siedlergärten  
2704;5.252.161;1.364.662;Terwestenstr.  
2705;52.516.785;1.360.868;Hirtschulzstr.  
2706;52.500.948;13.608.102;Hultschiner Damm  
2707;52.510.467;13.602.012;Am Kornfeld  
2708;5.250.248;13.596.523;Kressenweg  
2709;52.505.119;13.613.277;Alt-Mahlsdorf  
2710;52.498.452;13.613.194;Rahnsdorfer Str.  
2711;52.493.718;13.609.679;Ledebourstr.  
2712;52.477.747;13.613.688;Summter Str.  
2713;52.478.139;13.609.993;Mirower Str.  
2714;52.478.916;13.603.721;Wilhelm-Blos-Str.  
2715;52.478.205;13.593.774;Mechthildstr.  
2716;52.480.874;13.588.468;Wielandstr.  
2717;524.803;13.601.063;Roseggerstr.  
2718;52.483.484;13.602.209;Erich-Baron-Weg  
2719;52.485.824;13.603.943;Bütower Str.  
2720;52.488.744;13.606.037;Bruchsaler Str.  
2721;52.490.996;1.360.765;Eichenhofweg  
2722;52.509.081;13.610.078;Neuenhagener Str.  
2723;52.514.078;13.612.073;Ridbacher Str./Hönower Str.  
2724;5.249.656;13.619.398;Pilgramer Str./Rahnsdorfer Str.  
2725;52.501.397;13.620.607;Pilgramer Str./Gewerbegebiet  
2726;52.506.242;13.621.198;Landsberger Str./Gewerbegebiet  
2727;52.509.658;13.606.019;Gielsdorfer Str.  
2728;52.527.774;13.624.644;Wildrosengehölz  
2729;52.511.924;13.612.569;S Mahlsdorf   [Bus Hönower Str.]
2730;52.511.258;13.610.659;S Mahlsdorf   [Tram Bus Treskowstr.]
2731;52.458.696;13.579.548;S Köpenick  
2732;52.469.062;13.553.533;S Wuhlheide  
2733;52.445.942;13.562.706;S Spindlersfeld  
2734;52.441.042;13.586.432;Pablo-Neruda-Str.  
2735;52.442.984;13.581.677;Müggelheimer Str./Wendenschloßstr.  
2736;5.244.668;13.576.103;Freiheit  
2737;52.444.287;13.574.929;Schloßplatz Köpenick  
2738;52.450.918;13.572.415;Bahnhofstr./Lindenstr.  
2739;52.455.397;13.576.885;Bahnhofstr./Seelenbinderstr.  
2740;52.463.206;13.583.712;Mahlsdorfer Str./Gehsener Str.  
2741;52.466.425;1.357.619;Semliner Str.  
2742;52.444.578;13.569.262;Köllnischer Platz  
2743;52.453.046;13.594.027;Bellevuestr.  
2744;52.418.457;13.589.001;Müggelbergallee  
2745;52.417.311;13.589.357;Wendenschloß  
2746;5.245.994;1.358.461;Hirtestr.  
2747;52.474.124;13.598.543;Mahlsdorf-Süd  
2748;52.441.955;13.603.349;Müggelschlößchenweg  
2749;52.441.321;13.593.766;Krkhs. Köpenick/Besuchereingang  
2750;52.447.061;13.593.988;S.-Allende-Str./Wendenschloßstr.  
2751;52.472.691;13.559.077;Köpenicker Str./Innovationspark  
2752;52.438.696;13.593.142;Krankenhaus Köpenick/Südseite  
2753;52.469.983;13.565.427;Innovationspark Wuhlheide  
2754;52.445.328;13.574.378;Rathaus Köpenick  
2755;52.415.457;13.656.316;Ludwigshöheweg  
2756;52.421.654;13.641.186;Müggelseeperle  
2757;52.423.993;13.629.306;Rübezahl  
2758;5.243.005;13.614.944;Chausseehaus  
2759;52.434.416;13.603.869;Kienappelweg  
2760;52.443.745;13.583.881;Landjägerstr.  
2761;52.465.238;13.578.944;Filehner Str.  
2762;52.470.414;13.572.889;Kleinschewskystr.  
2763;524.736;13.570.574;Hoppendorfer Str.  
2764;52.441.975;13.559.536;Ottomar-Geschke-Str.  
2765;5.245.544;13.585.772;Gelnitzstr.  
2766;52.455.278;13.591.122;Brandenburgplatz  
2767;52.461.591;13.584.125;Hirtestr./Janitzkystr.  
2768;52.439.332;13.581.885;Betriebshof Köpenick  
2769;52.435.899;1.358.257;Mayschweg  
2770;52.434.439;13.582.856;Segewaldweg  
2771;52.430.452;13.583.934;Pritstabelstr.  
2772;52.427.504;13.585.254;Dregerhoffstr.  
2773;52.424.981;13.586.457;Zur Nachtheide  
2774;52.421.653;1.358.797;Lienhardweg  
2775;52.429.233;13.572.216;Betonwerk  
2776;52.434.394;135.714;Rosenweg  
2777;52.438.517;1.357.159;Vollkropfgraben  
2778;52.441.078;13.570.284;Glienicker Str.  
2779;52.469.868;13.588.881;Unter den Birken  
2780;52.467.073;13.585.499;Wongrowitzer Steig  
2781;52.441.765;13.599.459;Erwin-Bock-Str.  
2782;52.444.055;135.936;Anemonenstr.  
2783;52.445.439;13.588.237;Am Berg  
2784;52.463.822;13.575.906;Hoernlestr.  
2785;52.451.232;13.589.917;Friedrichshagener Str./Kabelwerk  
2786;52.451.752;13.584.669;Bellevuepark  
2787;52.455.392;13.581.931;Mandrellaplatz  
2788;52.460.355;13.579.799;Kaulsdorfer Str.  
2789;52.452.453;13.578.589;Puchanstr.  
2790;52.450.916;13.539.066;Bärenlauchstr.  
2791;52.447.832;13.553.638;Friedlander Str.  
2792;52.447.027;1.355.739;Freystadter Weg  
2794;52.435.159;13.559.089;Zinsgutstr.  
2795;52.438.837;13.565.102;Rudower Str.  
2796;52.451.166;13.593.459;Neuer Weg  
2797;52.448.184;1.359.397;Salvador-Allende-Brücke  
2798;52.448.238;13.551.417;Oberspreestr./Bundeswehr  
2799;52.475.258;13.599.747;Kohlisstr.  
2800;52.458.938;1.358.094;S Köpenick   [Tram Stellingdamm]
2801;52.458.882;13.583.792;Hirtestr.  
2802;52.462.463;13.514.161;Wilhelminenhofstr./Edisonstr.  
2803;5.246.814;13.513.723;Rummelsburger Str./Edisonstr.  
2804;52.457.522;13.543.902;Freizeit- und Erholungszentrum  
2805;52.474.107;13.496.825;Wilhelmstrand  
2806;52.471.062;13.517.149;Treskowallee/Volkspark Wuhlheide  
2807;52.460.855;13.521.139;Firlstr.  
2808;5.245.893;13.525.471;Rathenaustr./HTW  
2809;52.457.248;13.533.888;Ostendstr.  
2810;52.457.622;13.539.668;Parkstr.  
2811;52.456.335;13.550.819;Nixenstr.  
2812;52.455.934;13.558.749;Spindlersfelder Str.  
2813;52.456.519;13.563.419;Alte Försterei  
2814;524.618;1.351.402;Wilhelminenhofstr./Edisonstr.  
2815;52.457.906;13.601.486;S Hirschgarten  
2816;52.457.094;13.625.467;S Friedrichshagen  
2817;52.451.652;13.600.715;Hirschgarten  
2818;52.447.376;1.362.433;Müggelseedamm/Bölschestr.  
2819;52.447.761;13.639.377;Altes Wasserwerk  
2820;52.453.365;13.608.986;Westendsiedlung  
2821;52.454.356;13.613.391;Mühlweg  
2822;52.455.609;13.619.028;Ahornallee  
2823;52.453.944;13.625.101;Drachholzstr.  
2824;52.450.831;13.624.692;Marktplatz Friedrichshagen  
2825;52.446.683;13.628.952;Josef-Nawrocki-Str.  
2826;52.446.978;13.632.317;Bruno-Wille-Str.  
2827;52.448.609;13.610.386;Wassersportzentrum  
2828;52.446.963;1.361.571;Spreestr.  
2829;52.456.703;13.632.912;Hartlebenstr.  
2830;52.455.997;13.643.023;Wasserwerk Friedrichshagen  
2831;52.452.156;13.653.545;Fürstenwalder Damm  
2832;52.449.414;13.663.254;Fürstenwalder Damm/Müggelseedamm  
2833;52.458.641;1.363.575;Brösener Str.  
2834;52.448.166;13.640.657;Altes Wasserwerk   [Ausstieg]
2835;52.451.374;13.691.661;S Rahnsdorf  
2836;52.438.575;1.372.101;S Wilhelmshagen  
2837;52.443.394;13.685.942;Rahnsdorf/Waldschänke  
2838;52.433.077;13.711.502;Schönblicker Str.  
2839;52.431.329;13.719.904;Fahlenbergstr.  
2840;52.428.217;13.730.501;Lutherstr.  
2841;52.451.531;13.693.255;S Rahnsdorf   [Tram]
2842;52.431.872;13.714.646;Lagunenweg  
2843;52.441.088;13.690.693;Waldschützpfad  
2844;52.441.215;13.695.625;Hortwinkeler Weg  
2845;52.441.346;13.699.645;Petershagener Weg  
2846;52.438.559;13.699.758;Mönchsheimer Str.  
2847;52.435.984;13.698.821;Grünheider Weg  
2848;52.434.252;13.705.474;Fürstenwalder Allee/Schule  
2849;5.243.643;13.717.073;Frankenbergstr.  
2850;52.425.907;13.726.838;Dämeritzstr.  
2851;52.424.776;13.722.398;Eichenstr./Waldstr.  
2852;52.426.578;13.719.601;Hubertusstr.  
2853;52.447.289;13.671.176;Licht- und Luftbad Müggelsee  
2854;52.445.795;13.677.679;Strandbad Müggelsee  
2857;52.423.975;13.680.673;Odernheimer Str.  
2858;52.409.913;1.366.647;Alt-Müggelheim  
2859;52.412.492;13.662.011;Müggelheim/Dorf  
2860;52.403.897;13.700.129;Gosener Kanal  
2861;5.240.741;1.367.631;Waldfriedhof Müggelheim  
2862;52.421.124;13.676.375;Raumbacher Str.  
2863;52.419.196;13.673.552;Rehborner Str.  
2864;52.414.961;13.667.322;Annweilerweg  
2868;52.375.922;13.649.123;Alt-Schmöckwitz  
2869;52.347.572;13.645.425;Fährallee  
2870;52.340.517;13.647.335;Moßkopfring  
2871;52.342.578;13.647.089;Zeuthener Weg  
2872;5.237.918;13.644.236;Zum Seeblick  
2873;52.386.165;13.633.788;Adlergestell/Vetschauer Allee  
2874;52.391.317;13.634.948;Lübbenauer Weg  
2875;52.394.622;13.631.882;Schappachstr.  
2876;5.236.796;13.656.094;Teikyo-University  
2877;5.236.068;13.652.255;Zeltplatz  
2878;52.371.596;13.671.017;Wernsdorfer Str.  
2879;52.375.091;13.650.032;Alt-Schmöckwitz  
2880;5.237.466;1.364.934;Alt-Schmöckwitz  
2881;52.412.717;13.574.024;S Grünau  
2882;52.416.305;13.579.928;Wassersportallee  
2883;52.405.595;13.621.486;Bammelecke  
2884;5.240.101;13.624.888;Richtershorn  
2885;52.408.705;13.604.361;Strandbad Grünau  
2886;5.241.062;13.597.699;Regattastr./Sportpromenade  
2887;52.411.601;13.587.594;Regattatribünen  
2888;52.420.393;13.578.002;Regattastr./Schule  
2889;52.424.756;13.575.011;Friedrich-Wolf-Str.  
2890;52.413.134;13.575.097;S Grünau   [Adlergestell]
2891;52.414.017;13.574.908;S Grünau   [Wassersportallee]
2892;5.241.299;13.571.755;S Grünau   [Busendstelle]
2893;52.412.416;13.573.014;S Grünau   [Richterstr.]
2894;52.493.026;13.460.893;S Treptower Park  
2895;52.484.401;13.479.436;Rathaus Treptow  
2896;5.249.451;13.453.477;Eichenstr./Puschkinallee  
2897;52.491.194;13.457.078;Beermannstr.  
2898;52.488.273;1.344.909;Heidelberger Str.  
2899;52.492.681;13.445.068;Lohmühlenstr.  
2900;52.492.889;13.458.812;Elsenstr./S Treptower Park  
2901;52.487.054;1.347.714;Alt-Treptow  
2902;52.489.556;13.470.348;Sowjetisches Ehrenmal  
2903;52.487.276;13.464.309;Herkomerstr.  
2904;52.483.616;1.346.959;Klingerstr.  
2905;5.248.855;1.345.356;Elsenstr./Kiefholzstr.  
2906;52.490.491;134.485;Bouchéstr.  
2907;52.485.703;13.466.509;Rethelstr.  
2908;52.483.044;13.480.818;Am Plänterwald  
2909;52.492.134;13.461.806;S Treptower Park   [Bus Puschkinallee]
2910;52.494.195;13.461.535;S Treptower Park   [Bus Treptowers]
2911;52.467.585;13.489.511;S Baumschulenweg  
2912;52.478.725;13.474.034;S Plänterwald  
2913;52.469.099;13.491.328;Baumschulenstr./Köpenicker Landstr.  
2914;52.465.566;13.487.088;Kiefholzstr./Baumschulenstr.  
2915;52.474.108;13.483.888;Eichbuschallee/Köpenicker Landstr.  
2916;52.460.446;13.481.133;Sonnenallee/Baumschulenstr.  
2917;52.463.344;13.484.365;Frauenlobstr.  
2918;52.471.891;13.490.804;Lakegrund  
2919;52.475.727;13.487.387;Eichbuschallee  
2920;52.480.054;13.483.485;Neue Krugallee/Dammweg  
2921;52.460.734;13.493.944;Krematorium Baumschulenweg  
2922;52.464.294;13.488.899;Marientaler Str.  
2923;52.467.487;13.484.387;Mosischstr.  
2924;52.469.967;13.480.909;Hänselstr.  
2925;5.247.255;13.480.554;Bergaustr.  
2926;52.477.606;13.478.737;Köpenicker Landstr./Dammweg  
2927;52.471.454;13.487.684;Köpenicker Landstr./Sportplatz  
2928;52.471.886;13.494.793;Baumschulenstr./Fähre  
2929;52.476.087;13.475.904;Dammweg/Bergaustr.  
2930;52.461.072;13.479.948;Sonnenallee/Baumschulenstr.  
2931;52.461.384;13.480.194;Sonnenallee/Baumschulenstr.  
2932;52.479.675;13.475.715;S Plänterwald   [Bus Köpenicker Landstr.]
2933;52.454.614;13.510.155;S Schöneweide Bhf  
2934;52.452.272;13.538.466;S Oberspree  
2935;52.453.255;13.518.052;Doku.-zentrum NS-Zwangsarbeit  
2936;52.452.122;13.532.047;Bruno-Bürgel-Weg  
2937;52.453.098;13.524.005;Rudower Str./Schnellerstr.  
2938;52.453.857;13.520.132;Britzer Str.  
2939;52.455.192;13.514.161;Hasselwerderstr.  
2940;5.245.858;13.512.071;Brückenstr.  
2941;52.461.451;13.502.634;Schnellerstr./Karlshorster Str.  
2942;52.465.544;13.496.638;Marggraffbrücke  
2943;52.452.276;13.528.478;Schnellerstr./Köllnische Str.  
2944;52.455.429;13.511.845;S Schöneweide   [Vorplatz]
2945;52.446.698;13.524.034;S Betriebsbahnhof Schöneweide  
2946;52.435.106;13.540.559;S Adlershof  
2947;5.243.151;1.354.683;Otto-Franke-Str.  
2948;52.429.237;13.550.176;Adlergestell/Glienicker Weg  
2949;52.433.036;13.555.162;Glienicker Weg/Nipkowstr.  
2950;52.436.181;13.549.714;Radickestr./Nipkowstr.  
2951;52.438.109;13.548.664;Marktplatz Adlershof  
2952;52.439.559;13.552.597;Wassermannstr.  
2953;52.434.075;13.544.493;Radickestr./Anna-Seghers-Str.  
2954;52.435.516;13.543.544;Abtstr.  
2955;52.434.346;1.355.262;Büchnerweg  
2956;52.436.224;13.543.701;S Adlershof (Bln) [Bus Dörpfeldstr. v. Köpenick]
2957;52.435.672;13.542.652;S Adlershof (Bln) [Bus Dörpfeldstr. n. Köpenick]
2958;5.242.693;13.545.861;Am Studio/Köpenicker Str.  
2959;52.435.296;13.500.582;Stubenrauchstr./Springbornstr.  
2960;52.445.019;13.511.312;Segelfliegerdamm/Waldstr.  
2961;52.453.924;13.509.999;S Schöneweide/Sterndamm  
2962;5.244.666;13.506.661;Sterndamm/Königsheideweg  
2963;52.441.558;13.500.766;Lindhorstweg  
2964;52.438.859;13.493.247;Hederichweg  
2965;52.440.699;13.522.959;Groß-Berliner Damm Mitte  
2966;52.448.776;13.512.029;Nieberstr.  
2967;5.244.072;13.505.914;Haeckelstr.  
2968;52.428.867;13.543.429;Wilhelm-Ostwald-Str.  
2969;52.428.814;13.526.739;Rudower Chaussee/Wegedornstr.  
2970;52.432.749;13.526.169;Karl-Ziegler-Str.  
2971;52.433.712;13.532.982;Hans-Schmidt-Str.  
2972;52.429.766;13.530.242;Magnusstr.  
2973;52.429.415;13.512.821;Akeleiweg  
2974;524.319;13.506.201;Johannes-Sasse-Ring  
2975;52.432.272;13.535.225;Walther-Nernst-Str.  
2976;52.444.401;13.504.069;Johannisthal Kirche  
2977;52.441.714;13.496.256;Springbornstr.  
2978;52.437.262;13.497.252;Ginkgoweg  
2979;52.447.502;13.500.556;Haushoferstr.  
2980;52.448.946;13.495.781;Ostweg  
2981;52.451.136;13.488.941;Westweg  
2982;5.245.259;13.481.252;Mahonienweg  
2983;52.456.104;13.475.441;Baumschulenstr./Königsheideweg  
2984;52.443.719;13.518.754;Gerhard-Sedlmayr-Str.  
2985;52.446.918;13.511.141;Engelhardstr./Pilotenstr.  
2986;52.446.368;13.514.756;Landfliegerstr.  
2987;52.453.846;13.506.318;Südostallee  
2988;52.456.523;1.350.076;Jugendzentrum  
2989;5.244.413;13.505.589;Herweghstr.  
2990;5.244.166;13.503.373;Mühlbergstr.  
2991;52.450.658;13.508.224;Pietschkerstr.  
2992;52.437.527;13.503.276;Sterndamm/Stubenrauchstr.  
2993;52.428.422;13.522.991;James-Franck-Str.  
2994;5.243.113;1.353.945;Albert-Einstein-Str.  
2995;52.439.607;13.500.891;Sterndamm/Schule  
2996;52.445.702;13.505.687;Trützschlerstr.  
2997;5.244.535;13.481.612;Ligusterweg  
2998;52.447.717;13.484.222;Johannisthaler Chaussee/Mahonienweg  
2999;52.437.393;13.527.771;Hermann-Dorner-Allee  
3000;52.451.969;13.469.051;Späthstr./Ligusterweg  
3001;52.440.227;13.505.133;Haeckelstr.  
3002;52.441.256;13.506.153;Haeckelstr.  
3003;52.417.177;13.539.052;Bohnsdorfer Weg  
3004;52.418.955;13.537.776;Köpenicker Str./Schule  
3005;52.421.624;13.539.192;Altglienicke Kirche  
3006;52.415.989;1.354.952;Wendenstr.  
3007;52.417.601;13.553.369;Preußenstr.  
3008;52.414.814;1.355.208;Alemannenstr.  
3009;52.400.204;13.533.862;Kirschweg  
3010;52.402.175;13.527.465;Ortolfstr./Siriusstr.  
3011;52.422.928;13.526.639;Am Kiesberg  
3012;52.424.557;1.352.718;Wegedornstr./Semmelweisstr.  
3013;52.401.835;13.521.708;Siriusstr.  
3014;52.406.701;13.524.961;Venusstr.  
3015;52.412.467;13.528.717;Dankmarsteig  
3016;52.415.569;13.530.706;Wegedornstr.  
3017;52.409.158;13.534.422;Anne-Frank-Str.  
3018;52.412.537;13.536.509;Wolfmarsteig  
3019;52.424.415;1.354.367;Altglienicker Brücke  
3020;52.407.794;13.559.608;S Altglienicke  
3021;52.411.684;13.556.306;Schirnerstr.  
3022;52.423.347;13.523.492;Werderlake  
3023;52.418.758;13.526.686;Braunellensteig  
3024;52.417.782;13.541.572;Germanenstr./Normannenstr.  
3025;52.412.274;13.566.791;Gartenstadtweg  
3026;52.415.536;13.559.367;Drössestr.  
3027;52.418.768;13.546.604;Keltensteig  
3028;52.419.803;13.540.319;Normannenstr.  
3029;52.420.793;13.537.458;Alter Schönefelder Weg  
3030;52.399.898;13.538.083;Rebenweg  
3031;52.405.962;13.551.314;Ewaldstr.  
3032;524.068;13.547.081;Müngersdorfer Str.  
3033;52.405.209;13.531.199;Ortolfstr./Venusstr.  
3034;52.404.176;13.541.553;Coloniaallee, Berlin
3035;52.423.233;13.532.309;Korkedamm  
3036;52.422.082;13.530.946;Pfarrwöhrde  
