stop_I;lat;lon;name
1360;52.389.715;13.407.591;Lichtenrader Damm 254  
1361;52.393.514;13.397.957;Steinstr./Rhinstr.  
1362;52.391.473;134.018;John-Locke-Str.  
1363;52.384.938;13.411.699;Nürnberger Str.  
1364;52.380.472;13.415.389;Kolonie Märkische Heide  
1365;52.384.644;1.339.637;Hilbertstr.  
1366;5.238.204;13.403.807;Galluner Str.  
1367;52.382.043;13.407.332;Paplitzer Str.  
1368;52.383.913;1.341.851;Wittelsbacherstr./Augsburger Str.  
1369;52.388.215;1.342.473;Würzburger Str.  
1370;52.390.458;13.423.539;Tietjenstr.  
1371;52.390.601;13.412.408;Bornhagenweg  
1372;52.391.409;13.392.793;Maffeistr. Ost  
1373;52.394.167;13.391.381;Grenzweg Ost  
1374;52.394.299;13.386.258;Illigstr./Grenzweg  
1375;5.239.105;13.385.877;Illigstr./Maffeistr.  
1376;52.392.633;13.419.863;Skarbinastr.  
1377;52.387.622;13.401.414;Riedingerstr.  
1378;52.397.194;13.385.409;Illigstr./Schichauweg  
1379;52.377.695;13.416.916;Birkenhaag  
1380;52.382.889;13.413.205;Kirchhainer Damm/Horstwalder Str.  
1381;52.388.677;13.394.308;Wünsdorfer Str./Blohmstr.  
1382;52.376.758;1.341.787;Kirchhainer Damm/Stadtgrenze  
1383;52.386.684;13.397.962;S Lichtenrade   [Bus Bahnhofstr.]
1384;52.386.695;13.396.243;S Lichtenrade   [Bus Prinzessinnenstr.]
1385;52.481.678;13.440.085;Erkstr.  
1386;52.486.356;13.446.362;Harzer Str./Wildenbruchstr.  
1387;52.486.172;13.430.471;Sonnenallee/Pannierstr.  
1388;52.483.823;13.435.915;Fuldastr.  
1389;52.484.437;13.443.811;Wildenbruchplatz  
1390;52.487.708;13.443.859;Mengerzeile  
1391;52.489.859;13.433.933;Pflügerstr.  
1392;52.489.604;13.440.197;Lohmühlenplatz  
1393;52.491.508;13.442.482;Lohmühlenstr./Heidelberger Str.  
1394;52.477.503;13.448.574;Hertzbergplatz  
1395;52.483.814;13.451.357;Brockenstr.  
1396;5.248.249;13.453.802;Treptower Str./Harzer Str.  
1397;52.479.816;13.443.925;Geygerstr.  
1398;52.479.782;134.504;Werrastr.  
1399;5.248.503;1.344.891;Elsenstr.  
1400;52.468.346;13.447.758;Mittelbuschweg  
1401;52.470.283;13.464.922;Dammweg/Sonnenallee  
1402;52.465.948;13.446.914;Naumburger Str.  
1403;52.472.005;13.468.055;Steinbockstr.  
1404;52.473.826;13.456.003;S Sonnenallee  
1406;5.246.067;13.463.176;Nobelstr./Bergiusstr.  
1407;52.472.218;13.454.464;S Sonnenallee/Saalestr.  
1408;52.463.765;13.468.679;Jupiterstr.  
1409;5.246.391;13.464.254;Boschweg  
1410;52.466.979;13.464.621;Planetenstr.  
1411;5.246.503;1.345.068;Am Oberhafen  
1412;52.472.238;13.459.395;Ziegrastr.  
1413;52.475.512;134.526;Mareschstr.  
1414;52.469.172;13.467.534;S Köllnische Heide  
1415;52.466.548;13.470.361;Schulenburgpark  
1416;52.462.366;13.461.143;Haberstr.  
1417;52.469.055;13.455.169;Neuköllnische Brücke  
1418;52.481.426;13.452.589;Treptower Brücke  
1419;52.463.362;13.475.081;Peter-Anders-Str.  
1421;52.468.107;13.460.626;Neuköllnische Allee  
1422;52.460.809;134.722;Chris-Gueffroy-Allee  
1423;52.460.536;13.468.174;Schmalenbachstr.  
1424;52.464.855;13.472.835;Michael-Bohnen-Ring  
1425;5.248.696;13.424.726;U Hermannplatz  
1426;52.481.149;13.434.812;U Rathaus Neukölln  
1427;52.476.433;1.343.981;U Karl-Marx-Str.  
1428;52.488.031;13.424.583;U Hermannplatz/Urbanstr.  
1429;52.487.559;13.426.482;U Hermannplatz/Sonnenallee  
1430;52.486.073;13.424.505;U Hermannplatz/Karl-Marx-Str.  
1431;52.479.791;13.437.123;Alfred-Scholz-Platz  
1432;52.478.348;13.432.322;Morusstr.  
1433;5.249.101;13.423.502;Hohenstaufenplatz  
1434;52.489.696;13.420.662;Jahnstr.  
1435;52.484.286;13.428.879;Reuterstr.  
1436;52.483.122;13.431.476;Weichselstr.  
1437;52.487.108;13.425.128;U Hermannplatz   [Bus Ostseite]
1438;52.486.982;13.424.432;U Hermannplatz   [Bus Westseite]
1439;52.478.635;13.436.055;Werbellinstr.  
1440;52.469.285;13.443.698;S+U Neukölln  
1441;52.470.233;13.446.289;Zeitzer Str.  
1442;52.471.105;13.452.146;Niemetzstr.  
1443;52.474.071;13.440.425;Karl-Marx-Platz  
1444;52.467.669;13.442.129;Lahnstr./U Neukölln  
1445;52.468.768;13.441.915;S+U Neukölln   [U7]
1446;52.469.575;13.442.088;S+U Neukölln   [Bus]
1447;52.480.586;13.415.952;Sommerbad Neukölln  
1448;52.482.209;13.407.908;Friedhöfe Columbiadamm  
1449;52.480.262;13.421.168;Fontanestr./Flughafenstr.  
1450;52.472.877;13.428.406;U Leinestr.  
1451;52.479.748;13.425.788;U Boddinstr.  
1452;52.477.476;13.426.377;Herrfurthstr.  
1453;52.465.706;13.434.325;Kranoldstr.  
1454;52.465.015;13.432.742;Hermannstr./Mariendorfer Weg  
1455;5.246.345;13.423.892;Mariendorfer Weg  
1456;52.466.435;13.431.964;S+U Hermannstr./Silbersteinstr.  
1457;52.467.184;13.431.709;S+U Hermannstr.  
1458;52.467.005;13.436.854;Eduard-Müller-Platz  
1459;52.463.973;13.427.514;Haus Bremen  
1460;52.469.076;13.435.803;Emser Str.  
1461;52.452.446;13.433.114;Gradestr./Tempelhofer Weg  
1462;52.448.974;13.436.281;Fulhamer Allee  
1463;52.452.656;13.438.784;Britzer Damm/Gradestr.  
1464;52.460.889;13.435.051;Germaniapromenade  
1465;52.457.919;13.424.935;Karl-Elsasser-Str.  
1466;52.455.473;13.428.813;Wilhelm-Borgmann-Brücke  
1467;5.245.609;1.343.719;Wussowstr.  
1468;52.454.336;13.430.645;Eintrachtsiedlung  
1469;52.452.564;13.436.678;Betriebshof Britz  
1470;52.452.747;13.448.982;U Blaschkoallee  
1471;5.246.352;13.444.833;U Grenzallee  
1472;52.457.369;13.448.766;Franz-Körner-Str.  
1473;52.461.658;1.344.567;U Grenzallee/Jahnstr.  
1474;5.245.239;13.445.086;Riesestr.  
1475;52.439.918;13.415.956;Windröschenweg  
1476;52.440.937;13.420.842;Im Rosengrund  
1477;52.441.881;13.425.314;Am Brandpfuhl  
1478;52.442.722;13.429.401;Neumarkplan  
1479;52.445.348;1.344.993;U Parchimer Allee  
1480;5.243.708;13.447.673;U Britz-Süd  
1481;5.244.544;13.454.875;Buschkrugallee/Parchimer Allee  
1482;52.452.546;13.452.167;Buschkrug  
1483;52.444.109;13.433.579;Britzer Damm/Mohriner Allee  
1484;5.244.047;13.435.005;Buckower Damm/Gutschmidtstr.  
1485;52.445.733;13.445.648;Paster-Behrens-Str.  
1486;52.435.285;13.453.305;Otto-Wels-Ring  
1487;52.448.237;13.453.967;Onkel-Herse-Str.  
1488;52.438.375;13.440.201;Wesenberger Ring  
1489;52.436.932;13.444.345;Jugendheim  
1490;52.437.043;13.451.378;Grüner Weg/Gutschmidtstr.  
1491;52.439.805;13.453.337;Rotkehlchenweg  
1492;52.453.116;13.455.496;Haarlemer Str.  
1493;52.444.982;13.459.199;Kielingerstr.  
1494;52.435.592;13.435.537;Zimmererweg  
1495;52.426.974;13.447.283;Tischlerzeile  
1496;52.431.997;13.435.567;Dachdeckerweg  
1497;52.424.485;13.440.571;Steinträgerweg  
1498;52.428.022;13.435.041;Britzer Garten  
1499;52.438.089;13.434.971;Schlosserweg  
1500;52.418.265;13.416.864;Quarzweg/Marienfelder Chaussee  
1501;52.417.306;13.412.909;Bühler Weg  
1502;52.415.815;1.340.682;Grauwackeweg  
1503;52.423.719;13.436.371;Alt-Buckow  
1504;52.417.684;13.448.508;Stuthirtenweg  
1505;52.417.527;13.439.286;Buckower Damm/Ringslebenstr.  
1506;52.421.895;13.431.858;Pfarrer-Vogelsang-Weg  
1507;52.415.175;13.432.419;Heinrich-Mann-Oberschule  
1508;52.420.674;13.427.305;Rufacher Weg  
1509;52.419.583;13.422.331;Delmer Steig  
1510;52.421.342;13.449.216;Hasenhegerweg  
1511;52.419.585;13.448.864;Dröpkeweg  
1512;524.176;13.443.566;Ringslebenstr./Mollnerweg  
1513;52.419.363;13.438.273;Mollnerweg  
1514;52.421.804;13.437.882;An den Achterhöfen  
1515;52.440.212;13.459.012;Klinikum Neukölln  
1516;52.434.987;13.454.928;Kolibriweg  
1517;52.431.724;1.346.007;Johannisthaler Chaussee/Fritz-Erler-Allee  
1518;52.437.501;13.456.511;Rotschwanzweg  
1519;52.442.444;13.456.527;Rudower Str./Grüner Weg  
1520;52.424.649;13.463.114;U Lipschitzallee  
1521;52.429.257;13.453.857;U Johannisthaler Chaussee  
1522;52.432.185;13.473.554;Lipschitzallee/Rudower Str.  
1523;52.423.968;13.460.754;Hörsingsteig  
1524;52.427.732;13.468.156;Lipschitzallee/Fritz-Erler-Allee  
1525;52.424.855;13.457.373;Hugo-Heimann-Str.  
1526;5.243.634;13.465.428;Storchenweg  
1527;52.429.549;13.465.114;Löwensteinring  
1528;52.425.883;13.465.066;Wildmeisterdamm  
1529;52.422.683;13.462.167;Sollmannweg  
1530;52.423.122;13.455.713;Kölner Damm  
1531;52.421.758;1.345.408;Landreiterweg  
1532;52.425.682;13.474.028;Wutzkyallee  
1533;5.243.805;13.462.308;Zadekstr.  
1534;52.429.256;13.470.633;Gesundheitszentrum  
1536;52.408.535;13.492.546;Lockenhuhnweg  
1537;52.405.013;13.490.987;Schneehuhnweg  
1538;52.412.725;13.498.023;Schönefelder Str./Eichenauer Weg  
1539;52.434.304;13.468.669;Johannisthaler Ch./Rudower Str.  
1540;52.438.266;1.347.383;Beifußweg  
1541;5.243.636;13.471.737;Birkhuhnweg  
1542;52.440.236;13.475.911;Stelzenweg  
1543;52.433.128;13.464.263;Buchfinkweg  
1544;52.423.035;13.484.377;U Zwickauer Damm  
1545;52.423.155;13.474.825;U Wutzkyallee  
1546;52.429.896;13.477.682;Arnikaweg  
1547;52.434.871;13.488.039;Flurweg/Seidelbastweg  
1548;52.433.518;13.491.243;Frauenschuhweg  
1549;52.432.517;13.485.093;Fuchsienweg  
1550;52.429.845;13.481.768;Goldlackweg  
1551;52.421.067;13.481.532;Schriftsetzerweg  
1552;52.419.109;13.479.291;Fleischerstr.  
1553;524.241;13.485.457;Neuköllner Str./Zwickauer Damm  
1554;52.415.618;13.496.739;U Rudow  
1555;52.431.658;13.495.518;Massantebrücke  
1556;52.424.169;13.514.053;August-Froehlich-Str.  
1557;52.410.582;13.479.814;Ascherslebener Weg  
1558;52.417.789;13.495.578;Alt-Rudow/Köpenicker Str.  
1559;52.420.424;13.491.948;Krokusstr.  
1560;5.242.602;13.482.904;Fritz-Erler-Allee/Neuköllner Str.  
1561;52.426.554;13.506.754;Hafenstr.  
1562;52.428.101;13.503.131;Mistelweg  
1563;52.430.357;13.498.165;Kanalstr. 38-41  
1564;52.425.744;13.487.688;Windenweg  
1565;52.427.903;13.490.378;Glockenblumenweg  
1566;52.429.937;13.493.019;Petunienweg  
1567;52.420.841;13.515.688;Rudower Höhe  
1568;52.416.659;13.481.179;Großenhainer Weg  
1569;52.414.344;13.487.274;Sebnitzer Weg  
1570;5.241.189;13.483.709;Pirnaer Str.  
1571;52.413.523;13.491.068;Rudower Fließ  
1572;52.418.688;13.497.681;Prierosser Str.  
1573;52.421.029;13.503.067;Herzblattweg  
1574;52.422.034;13.505.997;Buchsbaumweg  
1575;524.227;13.509.475;Im Bauernbusch/Köpenicker Str.  
1576;52.425.626;13.479.157;Hopfenweg  
1577;5.240.168;13.513.488;Stadtgrenze Rudow  
1578;52.400.925;13.485.912;Kapaunenstr.  
1579;52.409.764;13.505.418;Waltersdorfer Chaussee/Ostburger Weg  
1580;52.419.353;13.510.433;Pfarrer-Heß-Weg  
1581;5.240.237;13.512.983;Hiltrud-Dudek-Weg  
1582;52.404.239;13.510.857;Lieselotte-Berger-Str.  
1583;52.407.125;13.508.017;Narkauer Weg  
1584;52.411.412;13.503.769;Neuhofer Str.  
1585;52.413.591;13.501.315;Eichenauer Weg  
1586;52.418.396;13.505.168;Selgenauer Weg  
1587;52.418.128;13.502.219;Landhaussiedlung  
1588;52.415.902;13.513.961;Künnekeweg  
1589;5.241.202;13.512.476;Will-Meisel-Weg  
1590;52.411.239;13.510.288;Kirchhof Rudow  
1591;52.406.689;1.348.421;Leghornweg  
1592;52.408.738;13.481.384;Lakenfelderweg  
1593;52.410.291;13.498.646;Schönefelder Str./Neuhofer Str.  
1594;52.407.511;1.349.958;Straße 577  
1595;52.403.555;13.500.372;Knollstr.  
1596;52.401.245;13.501.851;Friederike-Nadig-Str.  
1597;52.403.663;13.508.149;Lieselotte-Berger-Platz  
1598;52.413.895;13.516.214;Ostburger Weg/Lettberger Str.  
1599;52.581.592;1.336.329;S Wilhelmsruh  
1600;52.578.822;13.346.976;Roedernallee/Flottenstr.  
1601;52.577.479;13.361.392;Kopenhagener Str./Flottenstr.  
1602;52.582.965;13.343.828;Weinbrennerweg  
1603;52.578.206;13.350.512;Flottenstr.  
1604;52.582.476;1.334.728;Lengeder Str.  
1605;5.258.408;13.350.855;Interessentenweg  
1606;52.582.876;13.353.149;Montanstr./Lengeder Str.  
1607;52.579.671;13.352.077;Montanstr.  
1608;52.567.503;13.351.245;Aroser Allee/Gotthardstr.  
1609;52.567.028;13.347.204;Gotthardstr./Teichstr.  
1610;52.564.876;13.334.868;Gotthardstr./Holländerstr.  
1611;52.574.537;13.347.538;U Paracelsus-Bad  
1612;52.577.972;13.349.753;S Alt-Reinickendorf  
1613;5.256.227;13.348.371;Dubliner Str.  
1614;52.572.932;13.341.677;Friedhof Reinickendorf  
1615;52.574.006;13.350.811;U Paracelsus-Bad/Aroser Allee  
1616;52.568.569;13.346.809;Brusebergstr.  
1617;52.566.468;13.341.878;Septimerbecken  
1618;52.570.396;13.351.305;Weiße Stadt  
1619;52.571.041;13.336.501;Sebastian-Friedhof  
1620;52.570.883;13.347.205;Lübener Weg  
1621;52.564.377;13.352.727;Grindelwaldweg  
1622;52.571.905;13.380.247;S Schönholz  
1623;52.563.858;13.364.288;U Franz-Neumann-Platz  
1624;52.570.847;13.360.641;U Residenzstr.  
1625;52.574.267;13.359.375;Kolpingplatz  
1626;52.565.081;13.378.175;Papierstr.  
1627;52.564.308;1.337.352;Pankower Allee/Reginhardstr.  
1628;52.572.403;13.365.984;Emmentaler Str./Reginhardstr.  
1629;52.574.483;13.367.952;Klemkestr.  
1630;52.574.804;13.374.349;Sommerstr.  
1631;52.571.533;13.373.554;Amendestr.  
1632;52.569.082;13.357.002;Genfer Str.  
1633;52.566.913;13.362.717;Stargardtstr.  
1634;52.569.014;13.379.213;Granatenstr.  
1635;52.574.298;13.363.742;Lampesteig  
1636;52.570.253;13.370.018;Raschdorffstr.  
1637;52.567.101;13.372.899;Mittelbruchzeile  
1638;52.562.164;13.373.158;Mickestr.  
1639;52.560.068;13.369.479;Ritterlandweg  
1640;52.560.939;13.364.847;Walderseestr.  
1641;52.571.696;13.364.163;Breitkopfstr.  
1642;52.572.521;13.370.531;Herbststr.  
1643;52.571.368;13.369.168;Reginhardstr./Büdnerring  
1644;52.572.528;13.359.764;Lindauer Allee/Residenzstr.  
1645;52.571.126;13.303.079;U Otisstr.  
1646;52.563.487;13.327.334;U Kurt-Schumacher-Platz  
1647;52.571.525;13.312.502;Eichborndamm/Antonienstr.  
1648;52.575.448;13.332.165;Ollenhauerstr./Lindauer Allee  
1649;52.568.851;13.329.856;Auguste-Viktoria-A./Humboldtstr.  
1650;52.566.655;13.317.253;Uranusweg  
1651;52.575.195;13.341.834;Klamannstr.  
1652;52.564.534;13.326.141;Ollenhauerstr.  
1653;52.562.905;13.331.151;Kapweg  
1654;52.565.599;13.321.705;Hechelstr.  
1655;52.565.415;13.328.542;Von-der-Gablentz-Str.  
1656;5.256.893;13.317.203;Zobeltitzstr.  
1657;52.570.824;13.317.378;General-Woyna-Str.  
1658;52.572.063;13.308.521;Auguste-Viktoria-Allee/Quäkerstr.  
1659;52.574.127;13.308.036;Foxweg  
1660;52.575.382;13.305.831;Otisstr./Quäkerstr.  
1661;52.572.521;13.331.147;Pfahlerstr.  
1662;52.575.398;13.339.053;U Lindauer Allee  
1663;52.569.806;13.300.533;Otisstr.  
1664;52.575.607;13.328.438;Waldstr./Gewerbegebiet  
1665;5.257.585;13.322.839;Lienemannstr.  
1666;52.567.114;13.311.529;U Scharnweberstr.  
1667;52.556.866;13.308.555;Kaserne Südtor  
1668;52.550.362;1.329.524;Luftfracht  
1669;5.256.172;13.326.175;Julius-Leber-Kaserne  
1670;52.559.911;13.317.641;Kaserne Nordtor  
1671;52.554.391;13.306.387;Aristide-Briand-Brücke  
1672;52.554.073;13.292.843;Flughafen Tegel (Airport)  
1673;52.576.255;13.295.089;U Holzhauser Str.  
1674;52.582.142;13.290.128;U Borsigwerke  
1675;52.576.928;13.307.485;Otisstr./Wittestr.  
1676;52.579.514;13.300.378;Holzhauser Str./Wittestr.  
1677;52.578.868;13.292.849;Namslaustr.  
1678;52.572.986;13.297.382;Flohrstr.  
1679;52.599.889;13.252.717;Konradshöher Str./Heiligenseestr.  
1680;52.599.185;13.259.796;Schulzendorfer Weg  
1681;52.604.839;13.269.745;Tegelgrund  
1682;52.608.291;13.259.585;Im Waldwinkel  
1683;52.589.652;13.283.826;U Alt-Tegel  
1684;52.598.062;13.274.892;Heiligenseestr./Ruppiner Chaussee  
1685;52.588.808;13.288.701;S Tegel  
1686;52.590.413;13.289.928;Eschachstr./S Tegel  
1687;52.586.222;13.286.854;Veitstr.  
1688;525.904;13.282.845;U Alt-Tegel   [Bus]
1689;52.588.815;1.328.811;S Tegel   [Bus]
1690;52.593.834;13.281.026;An der Mühle  
1691;52.590.488;13.291.258;Gorkistr./Ziekowstr.  
1692;52.595.291;1.329.168;Titusweg  
1693;52.591.307;13.298.513;Bollestr.  
1694;52.590.768;13.286.972;Tegel-Center  
1695;52.587.251;13.294.719;Trettachzeile  
1696;52.601.227;13.283.073;Hermsdorfer Damm/Bundesfernstr.  
1697;52.603.403;13.289.542;Am Tegeler Fließ  
1698;52.592.821;13.291.622;Hatzfeldtallee  
1699;52.596.721;13.294.925;Kettelerpfad  
1700;52.598.382;13.298.369;Im Brachfeldwinkel  
1701;52.599.986;13.302.017;Freie Scholle  
1702;52.575.621;13.285.644;Sterkrader Str.  
1703;5.257.523;13.264.405;Wasserwerk Tegel  
1704;52.578.049;13.278.058;Liesborner Weg  
1705;52.575.528;13.290.966;Mescheder Weg  
1706;5.257.574;1.327.805;Kamener Weg  
1707;52.575.823;13.272.801;Neheimer Str.  
1708;52.572.815;13.260.854;Wassersportclub  
1709;52.549.918;13.269.869;Mäckeritzwiesen  
1710;52.552.832;13.249.429;Tegeler Brücke  
1711;52.568.214;13.258.244;Weg nach Reiswerder  
1712;52.562.176;13.254.738;Maienwerderweg  
1713;52.584.654;13.227.155;Falkenplatz  
1714;52.570.646;13.230.348;Tegelort  
1715;52.585.891;13.232.649;Spechtstr.  
1716;52.585.945;13.236.974;Waldkauzstr.  
1717;52.596.265;13.219.377;Rallenweg  
1718;52.590.389;13.224.408;Rohrweihstr.  
1719;52.587.227;13.226.091;Sperberstr.  
1720;52.575.928;13.228.858;Gerlindeweg  
1721;52.581.491;1.322.714;Schwarzspechtweg  
1722;52.588.689;13.240.106;Försterweg  
1723;52.593.546;13.249.142;Mühlenweg  
1724;52.573.355;13.229.096;Jörsstr.  
1725;52.578.866;13.243.561;Scharfenberg  
1726;52.606.765;13.212.067;Alt-Heiligensee  
1727;52.606.573;13.229.835;Am Dachsbau  
1728;52.611.314;13.217.168;Heiligenseestr./Hennigsdorfer Str.  
1729;52.619.662;13.222.494;Kurzebracker Weg  
1730;52.602.672;13.209.843;Havelblick  
1731;52.599.607;1.321.336;Strandbad Heiligensee  
1732;52.597.935;13.216.059;Gemeindefriedhof  
1733;52.607.516;13.223.779;Wesselburer Weg  
1734;52.605.238;13.232.897;Bekassinenweg  
1735;52.602.552;1.323.877;Reiherallee  
1736;52.601.126;13.246.258;An der Schneise  
1737;52.617.316;13.220.804;Mattenbuder Pfad  
1738;52.614.504;13.218.925;Schönbaumer Weg  
1739;52.606.317;13.210.209;Dorfaue  
1740;52.615.353;13.243.561;Schulzendorfer Str./Ruppiner Chaussee  
1741;52.625.152;13.228.672;S Heiligensee  
1742;52.613.516;13.245.635;S Schulzendorf  
1743;52.611.329;13.251.951;Diakoniezentrum  
1744;52.618.989;13.239.678;Kiefheider Weg  
1745;52.622.099;13.234.449;Ziegenorter Pfad  
1746;52.622.742;13.224.426;Krantorweg  
1747;52.655.175;13.284.741;Invalidensiedlung  
1748;52.642.419;13.300.766;Am Pilz  
1749;52.655.797;13.290.419;Hubertusweg  
1750;52.651.086;13.293.901;Jägerstieg  
1751;52.632.961;1.328.957;S Frohnau  
1752;52.634.253;13.274.822;Hainbuchenstr.  
1753;52.630.139;13.280.433;Donnersmarckplatz  
1754;52.632.045;13.271.213;Maximiliankorso/Sigismundkorso  
1755;52.634.149;1.328.117;Alemannenstr./Maximiliankorso  
1756;52.629.548;13.294.329;Im Fischgrund  
1757;52.630.896;13.284.399;An der Buche  
1758;52.630.858;13.272.951;Benediktinerstr.  
1759;52.626.217;13.294.821;Dominikus-Krankenhaus  
1760;52.626.439;13.290.988;Friedhof Hermsdorf  
1761;52.628.103;1.328.507;Welfenallee  
1762;52.633.992;13.284.829;Im Amseltal  
1763;52.637.152;13.295.056;Markgrafenstr.  
1764;52.639.297;13.298.605;Konzer Platz  
1765;52.633.159;13.291.156;Zeltinger Platz  
1766;52.633.784;13.289.963;Zeltinger Platz/S Frohnau  
1767;5.261.066;13.295.691;Schulzendorfer Str.  
1768;52.620.089;13.302.939;Heinsestr.  
1769;52.625.527;13.297.164;Bergstr.  
1770;52.614.717;13.299.443;Hermsdorfer Damm/Martin-Luther-Str.  
1771;52.605.296;13.291.488;Jugendherberge  
1772;52.607.821;13.292.359;Mühlenfeldstr.  
1773;52.616.976;13.301.636;Drewitzer Str.  
1774;52.621.998;13.300.958;Hohenzollernstr.  
1775;52.620.813;13.306.593;Hohefeldstr.  
1776;52.618.168;1.330.681;S Hermsdorf  
1777;52.615.276;13.317.236;Almutstr.  
1778;52.622.432;13.312.918;Hermsdorfer Damm/Berliner Str.  
1779;52.627.194;13.311.465;Veltheimstr.  
1780;52.622.791;13.319.441;Marthastr.  
1781;52.625.646;13.324.533;Veltheimstr./Schildower Str.  
1782;52.626.164;13.319.188;Amandastr.  
1783;5.262.299;13.303.114;Roswithastr.  
1784;52.617.718;13.315.833;Schildower Str.  
1785;52.620.575;13.313.453;Waldseeweg  
1786;52.626.909;13.305.475;Olafstr.  
1787;52.626.365;13.300.231;Loerkesteig  
1788;52.606.818;13.320.555;S Waidmannslust  
1789;52.607.833;13.323.803;Waidmannsluster Damm/Oraniendamm  
1790;526.105;13.334.366;Zabel-Krüger-Damm/Titiseestr.  
1791;52.611.311;13.318.151;Zehntwerderweg  
1792;52.602.005;13.306.358;Waldhornstr.  
1793;52.603.804;13.310.308;Dianastr.  
1794;52.608.955;13.327.971;Schonacher Str.  
1795;52.607.542;13.332.076;Titiseestr.  
1796;52.605.377;1.331.437;Am Dianaplatz  
1797;52.620.209;13.355.512;Alt-Lübars  
1798;52.613.661;13.344.148;Am Vierrutenberg  
1799;52.611.496;13.337.689;Öschelbronner Weg  
1800;52.615.815;13.349.131;Sprintsteig  
1801;52.617.912;13.354.378;Zabel-Krüger-Damm/Alt-Lübars  
1802;52.607.532;13.342.543;Welzower Steig  
1803;52.606.653;13.348.716;Bruchstückgraben  
1804;52.597.111;13.334.254;S+U Wittenau  
1805;52.593.292;13.322.184;Hermsdorfer Str./Alt-Wittenau  
1806;52.591.896;13.304.655;Gorkistr./Am Nordgraben  
1807;52.584.752;13.298.024;Borsigwalder Weg  
1808;52.592.823;13.310.187;Am Kesselpfuhl  
1809;52.584.234;13.302.642;Schubartstr./Ernststr.  
1810;52.597.647;13.323.363;Lange Enden  
1811;52.593.893;13.316.594;Am Hügel  
1812;5.258.322;1.330.003;Conradstr./Ernststr.  
1813;5.258.917;13.313.059;In den Kaveln  
1814;52.602.524;13.324.381;Cyclopstr.  
1815;52.590.378;13.309.406;Humboldt-Klinikum  
1816;52.597.408;13.332.566;Göschenplatz/S Wittenau  
1817;52.595.668;13.334.653;S+U Wittenau   [U8]
1818;52.595.745;13.335.836;S+U Wittenau   [Bus Wilhelmsruher Damm]
1819;52.604.476;13.326.654;Oranienburger Str./Hermsdorfer Str.  
1820;52.601.649;13.330.259;Dietrichinger Weg  
1821;52.602.804;13.331.475;Bernshausener Ring  
1822;52.603.987;13.335.777;Wittenauer Str./Eichhorster Weg  
1823;52.605.687;13.338.796;Blitzenroder Ring  
1824;52.596.368;13.347.441;Schorfheidestr./Eichhorster Weg  
1825;52.600.087;13.341.282;Eichhorster Weg/Finsterwalder Str.  
1826;52.596.597;13.354.192;Märkisches Zentrum  
1827;52.606.114;13.364.347;Quickborner Str.  
1828;52.596.911;13.360.519;Wilhelmsruher Damm/Treuenbrietzener Str.  
1829;52.591.494;13.346.184;Schorfheidestr./Dannenwalder Weg  
1830;5.259.728;13.366.729;Wilhelmsruher Damm  
1831;52.595.959;13.339.178;Finsterwalder Str./Dannenwalder Weg  
1832;5.260.402;13.349.506;Calauer Str.  
1833;5.259.832;13.355.928;Märkische Zeile  
1834;52.604.634;13.361.792;Senftenberger Ring Ost  
1835;52.602.485;13.367.334;Quickborner Str./Treuenbrietzener Str.  
1836;52.594.471;13.360.886;Teschendorfer Weg  
1837;52.600.939;13.353.264;Atrium  
1838;52.602.551;13.369.403;Zerpenschleuser Ring Süd  
1839;52.602.354;13.347.403;Engelroder Weg  
1840;52.598.261;13.339.071;Zur Maarer Str.  
1841;52.604.313;1.336.621;Zerpenschleuser Ring  
1842;52.601.147;13.364.163;Gandenitzer Weg  
1843;52.599.755;13.360.946;Packereigraben  
1844;52.592.527;13.358.022;Tramper Weg  
1845;52.592.386;13.354.623;Wentowsteig  
1846;52.592.079;13.349.198;Tornower Weg  
1847;52.593.497;1.334.229;Sallgaster Str.  
1848;5.259.709;13.363.698;Tiefenseer Str.  
1849;52.596.534;13.351.032;Königshorster Str.  
1850;52.601.787;13.359.253;Wesendorfer Str.  
1851;52.605.146;13.355.563;Senftenberger Ring Nord  
1852;52.589.697;13.334.221;Oranienburger Str./Alt-Wittenau  
1853;52.591.896;13.326.422;Wittenau Kirche  
1854;52.589.147;13.339.177;Alt-Wittenau/Roedernallee  
1855;52.577.548;13.315.588;S Eichborndamm  
1856;525.874;13.334.697;Am Nordgraben/Oranienburger Str.  
1857;52.595.513;13.333.305;U Wittenau   [Bus]
1858;52.582.135;13.319.296;Olbendorfer Weg  
1859;52.581.387;13.333.924;Tessenowstr.  
1860;52.588.221;13.325.573;U Rathaus Reinickendorf  
1861;52.586.038;13.341.443;Schmitzweg  
1862;52.587.366;13.329.679;Rathauspromenade  
1863;52.593.071;13.333.836;Techowpromenade  
1864;52.583.782;13.320.718;Rotbuchenweg  
1865;52.574.784;13.313.661;Kienhorststr.  
1866;52.584.701;1.333.491;Jansenstr.  
1867;52.578.172;13.332.926;S+U Karl-Bonhoeffer-Nervenklinik  
1868;52.594.284;13.329.859;Schule am Park  
1869;52.580.586;13.317.951;Landesarchiv  
1870;52.588.802;13.325.118;U Rathaus Reinickendorf (Bln)[Bus Eichborndamm]
1871;52.587.501;13.325.728;U Rathaus Reinickendorf (Bln)[Bus Am Nordgraben]
